#GBE_ID	GBE_N	GBE_NAME	PATH
BIN_FC1001747	38966	Hair_colour_(natural,_before_greying)_blonde	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC1001747.phe
BIN_FC10020544	1364	Social_anxiety_or_social_phobia_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020544.phe
BIN_FC10020546	3792	Unprescribed_medication_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020546.phe
BIN_FC10020547	24010	Talking_based_therapies_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020547.phe
BIN_FC10020549	2787	Unprescribed_medication_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020549.phe
BIN_FC10020550	13879	Talking_based_therapies_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020550.phe
BIN_FC10020551	406	Addiction_to_sedative,_benzodiazepine_or_sleeping_medication	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020551.phe
BIN_FC10020552	394	Other_non-behavioral_addiction	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC10020552.phe
BIN_FC1002247	88914	Hearing_difficulty	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC1002247.phe
BIN_FC1002306	149940	Weight_change_compared_with_1_year_ago	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC1002306.phe
BIN_FC1006144	8933	Never_eat_eggs	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC1006144.phe
BIN_FC1006154	47974	Aspirin	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC1006154.phe
BIN_FC1006179	108518	Fish_oil_(including_cod_liver_oil)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC1006179.phe
BIN_FC110020544	453	Psychological_over-eating_or_binge-eating_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC110020544.phe
BIN_FC120020544	147	Autism_spectrum_disorder_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC120020544.phe
BIN_FC12006152	8933	Blood_clot_in_the_leg_(DVT)_or_lung	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC12006152.phe
BIN_FC130020544	15649	Anxiety_disorder_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC130020544.phe
BIN_FC13006155	6407	Vitamin_A	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC13006155.phe
BIN_FC140020544	632	Anorexia_nervosa_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC140020544.phe
BIN_FC14006155	14230	Vitamin_B	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC14006155.phe
BIN_FC150020544	448	Agoraphobia_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC150020544.phe
BIN_FC15006155	29464	Vitamin_C	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC15006155.phe
BIN_FC16006155	14169	Vitamin_D	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC16006155.phe
BIN_FC170020544	34850	Mental_health_problems_diagnosed_by_a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC170020544.phe
BIN_FC17006155	9745	Vitamin_E	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC17006155.phe
BIN_FC18006155	7135	Folic_acid_or_folate_(Vitamin_B9)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC18006155.phe
BIN_FC19006155	73519	Multivitamins_+/-_minerals	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC19006155.phe
BIN_FC2001747	15411	Hair_colour_(natural,_before_greying)_red	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC2001747.phe
BIN_FC20020546	26520	Prescribed_medication_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC20020546.phe
BIN_FC20020547	8369	Activity_based_therapies_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC20020547.phe
BIN_FC20020549	14080	Prescribed_medication_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC20020549.phe
BIN_FC20020550	6093	Activity_based_therapies_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC20020550.phe
BIN_FC20020551	387	Addiction_to_painkiller_medication	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC20020551.phe
BIN_FC20020552	1107	Other_behavioral_addiction	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC20020552.phe
BIN_FC2006144	7713	Never_eat_dairy	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC2006144.phe
BIN_FC2006149	9931	Painful_gums	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC2006149.phe
BIN_FC2006150	10856	Vascular/heart_problems_diagnosed_by_doctor_Angina	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC2006150.phe
BIN_FC2006154	50709	Ibuprofen_(e.g._Nurofen)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC2006154.phe
BIN_FC2006179	67044	Glucosamine	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC2006179.phe
BIN_FC30020544	399	Other_psychosis_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC30020544.phe
BIN_FC30020546	7906	Drugs_or_alcohol_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC30020546.phe
BIN_FC30020547	27494	Non-drug_therapies_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC30020547.phe
BIN_FC30020549	5815	Drugs_or_alcohol_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC30020549.phe
BIN_FC30020550	16682	Non-drug_therapies_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC30020550.phe
BIN_FC30020551	206	Addiction_to_other_medication	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC30020551.phe
BIN_FC3002247	88992	Hearing_difficulty_and_Deafness	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC3002247.phe
BIN_FC3006144	9473	Never_eat_wheat	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC3006144.phe
BIN_FC3006149	45554	Bleeding_gums	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC3006149.phe
BIN_FC4001747	126638	Hair_colour_(natural,_before_greying)_dark_brown	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC4001747.phe
BIN_FC40020544	244	Other_personality_disorder_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC40020544.phe
BIN_FC40020546	28128	Medication_taken_for_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC40020546.phe
BIN_FC40020549	15519	Medication_taken_for_anxiety	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC40020549.phe
BIN_FC4006144	66335	Never_eat_sugar	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC4006144.phe
BIN_FC4006149	14023	Loose_teeth	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC4006149.phe
BIN_FC4006150	92719	Vascular/heart_problems_diagnosed_by_doctor_High_blood_pressure	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC4006150.phe
BIN_FC5001747	14387	Hair_colour_(natural,_before_greying)_black	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC5001747.phe
BIN_FC50020544	1494	Phobia_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC50020544.phe
BIN_FC5006152	79397	Hayfever_rhinitis_or_eczema_diagnosed_by_doctor	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC5006152.phe
BIN_FC6001747	4328	Hair_colour_(natural,_before_greying)_other	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC6001747.phe
BIN_FC60020544	6071	Panic_attacks_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC60020544.phe
BIN_FC6006149	58111	Dentures	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC6006149.phe
BIN_FC6006152	7072	Blood_clot_in_the_leg_(DVT)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC6006152.phe
BIN_FC6006154	9998	Laxatives	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC6006154.phe
BIN_FC6006179	8050	Selenium	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC6006179.phe
BIN_FC7001747	264892	Hair_colour_(natural,_before_greying)_brown	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC7001747.phe
BIN_FC70020544	670	Obsessive_compulsive_disorder_(OCD)_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC70020544.phe
BIN_FC7006152	5752	Emphysema_or_chronic_bronchitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC7006152.phe
BIN_FC7006179	109386	Fish_oil_supplements	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC7006179.phe
BIN_FC80020544	546	Mania,_hypomania,_bipolar_or_manic-depression_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC80020544.phe
BIN_FC8006179	67501	Glucosamine_supplements	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN_FC8006179.phe
BIN_FC90020544	23426	Depression_diagnosed_by__a_professional	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC90020544.phe
BIN_FC90020548	19520	Manifestations_of_mania_or_irritability_Any_vs_missing	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN_FC90020548.phe
BIN_FC9006152	39213	Asthma	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN_FC9006152.phe
FH1001	123816	Lung_cancer	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1001.phe
FH1002	62389	Breast_cancer	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1002.phe
FH1019	74235	Bowel_cancer	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1019.phe
FH1044	34355	Prostate_cancer	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1044.phe
FH1065	199040	High_blood_pressure	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1065.phe
FH1113	78572	Chronic_bronchitis/emphysema	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1113.phe
FH1220	79162	Diabetes	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1220.phe
FH1262	21754	Parkinson's_disease	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1262.phe
FH1263	51786	Alzheimer's_disease/dementia	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1263.phe
FH1286	54567	Severe_depression	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/family_history/phe/FH1286.phe
HC0	1047	scoliosis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC0.phe
HC1	3599	bowel_/_intestinal_obstruction	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC1.phe
HC10	249	dysmenorrhoea_/_dysmenorrhea	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC10.phe
HC100	118	gastroenteritis/dysentry	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC100.phe
HC101	536	eye_trauma	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC101.phe
HC102	712	vertigo	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC102.phe
HC103	346	thyroid_goitre	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC103.phe
HC104	948	osteomyelitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC104.phe
HC105	391	shingles	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC105.phe
HC106	5599	emphysema/chronic_bronchitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC106.phe
HC107	978	miscarriage	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC107.phe
HC109	1418	gestational_hypertension/pre-eclampsia	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC109.phe
HC11	246	septicaemia_/_sepsis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC11.phe
HC110	5783	stroke	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC110.phe
HC112	105	pyelonephritis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC112.phe
HC113	689	irregular_heart_beat	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC113.phe
HC114	531	pericardial_effusion	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC114.phe
HC115	202	contact_dermatitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC115.phe
HC116	1368	tinnitus_/_tiniitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC116.phe
HC117	557	abdominal_hernia	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC117.phe
HC118	8688	constipation	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC118.phe
HC119	2984	disc_degeneration	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC119.phe
HC12	492	testicular_problems_(not_cancer)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC12.phe
HC121	2585	peritonitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC121.phe
HC122	390	disorder_or_pituitary_gland	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC122.phe
HC123	2836	muscle/soft_tissue_problem	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC123.phe
HC124	199	undescended_testicle	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC124.phe
HC125	15942	anaemia	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC125.phe
HC126	308	polycystic_kidney	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC126.phe
HC128	192	peripheral_nerve_disorder	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC128.phe
HC129	2821	muscle_or_soft_tissue_injuries	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC129.phe
HC13	139	lichen_sclerosis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC13.phe
HC130	194	housemaid's_knee_(prepatellar_bursitis)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC130.phe
HC131	2653	svt_/_supraventricular_tachycardia	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC131.phe
HC132	18471	angina	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC132.phe
HC133	2721	anal_fissure	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC133.phe
HC134	1458	bone_disorder	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC134.phe
HC135	4985	anxiety/panic_attacks	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC135.phe
HC136	2514	connective_tissue_disorder	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC136.phe
HC139	1398	breast_cysts	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC139.phe
HC14	294	fracture_vertebra_/_crush_fracture_/_vertebral_collapse	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC14.phe
HC140	1767	urinary_frequency_/_incontinence	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC140.phe
HC142	4302	synovitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC142.phe
HC143	600	retinal_problem	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC143.phe
HC144	2458	chickenpox	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC144.phe
HC146	4391	pleural_effusion	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC146.phe
HC149	1009	rheumatic_fever	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC149.phe
HC15	5151	sciatica	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC15.phe
HC150	880	rosacea	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC150.phe
HC151	1466	multiple_sclerosis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC151.phe
HC152	161	deliberate_self-harm/suicide_attempt	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC152.phe
HC153	7725	joint_pain	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC153.phe
HC154	254	pelvic_inflammatory_disease/_pid	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC154.phe
HC155	1861	joint_disorder	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC155.phe
HC156	4608	nasal_polyps	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC156.phe
HC157	337	jaundice_(unknown_cause)	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC157.phe
HC158	3030	spine_arthritis/spondylitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC158.phe
HC16	1057	rectal_or_colon_adenoma/polyps	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC16.phe
HC160	109	fibrocystic_disease	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC160.phe
HC161	983	prostatitis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC161.phe
HC162	316	brain_abscess/intracranial_abscess	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC162.phe
HC163	187	scleroderma/systemic_sclerosis	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC163.phe
HC164	30224	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC164.phe
HC165	2389	type_2_diabetes	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/extras/highconfidenceqc/phe/HC165.phe
