PHE	TRAIN_RAW	TRAIN_RESID	TRAIN_JOINT	TRAIN_COVAR	TEST_RAW	TEST_RESID	TEST_JOINT	TEST_COVAR	GBE_N	GBE_short_name
BIN_FC10002345	0.00575720195571	0.00601283204919	0.017804890856	-0.000198458310205	-0.00708268396835	-0.0062729019655	-0.0219728027673	-0.000977487659045	118919	Ever had bowel cancer screening
BIN_FC10002365	0.0303409037025	0.0255978372291	0.0870301257058	0.00971252853871	0.0251317196834	0.0122608927302	0.0701143314597	0.0212913046585	49169	Ever had prostate specific antigen (PSA) test
BIN_FC10002443	0.0348464687695	0.0148696765704	0.26556245364	0.000285841675228	0.0325585288815	0.0243837308976	0.285736403643	-0.0122933150625	16890	Diabetes diagnosed by doctor
BIN_FC10002453	0.123171558177	0.0763849152014	0.637449730713	-0.00346568618333	0.0156544340073	0.0258402657193	0.11722592916	-0.0174151719389	28171	Cancer diagnosed by doctor
BIN_FC10002463	0.0474915044798	0.0311243252522	0.782511949199	-0.00346988599496	0.0428259390429	0.0281643441093	0.69352197074	-0.00063733789426	34441	Fractured/broken bones in last 5 years
BIN_FC10002473	0.0111279255327	0.00944275115432	0.117938136129	-0.00194867004919	0.00939981976713	0.0085507705754	0.0974280798068	-0.00335281651439	70783	Other serious medical condition/disability diagnosed by doctor
BIN_FC10002492	0.0267898849834	0.0279963246914	0.118134336383	-0.00389939075919	0.0170245044923	0.0191449908025	0.0784987872456	-0.00486644356991	163563	Taking other prescription medications
BIN_FC10002674	0.00123491654402	NA	NA	NA	0.0134875999467	NA	NA	NA	148994	Ever had breast cancer screening / mammogram
BIN_FC10002694	0.0031710085231	NA	NA	NA	-0.00610215094527	NA	NA	NA	177269	Ever had cervical smear test
BIN_FC10002774	0.0168593125267	NA	NA	NA	0.00507124571771	NA	NA	NA	56430	Ever had stillbirth, spontaneous miscarriage or termination
BIN_FC10002784	0.00612824709636	NA	NA	NA	0.0105990777055	NA	NA	NA	149504	Ever taken oral contraceptive pill
BIN_FC10002814	0.0541143259666	NA	NA	NA	0.0258411164821	NA	NA	NA	72104	Ever used hormone-replacement therapy (HRT)
BIN_FC10002834	-0.00261636550091	NA	NA	NA	0.00415153419244	NA	NA	NA	15016	Bilateral oophorectomy (both ovaries removed)
BIN_FC10002844	0.0332949150773	NA	NA	NA	0.0259875670272	NA	NA	NA	121633	Had other major operations
BIN_FC10002907	0.0326677469671	0.0284448113118	0.458362572036	0.00182062026208	-0.0116962167876	0.000895689500201	-0.137246862665	-0.0216486040163	36102	Ever stopped smoking for 6+ months
BIN_FC10003393	0.0174749370118	0.0105545095364	0.0939901954833	-0.00163826187398	0.0146815918875	0.00122802538426	0.0804279424466	0.00827780965786	11824	Hearing aid user
BIN_FC10003404	0.0131608765831	0.0117548698347	0.0942897699127	0.00145189516344	0.0154961384778	0.0130971933297	0.0732811509896	0.00789691709205	54642	Neck/shoulder pain for 3+ months
BIN_FC10003571	0.0261045883579	0.0237567812506	0.266750277361	-0.00253938811534	0.0343572260207	0.0318504773734	0.31534412568	0.00137795115139	60279	Back pain for 3+ months
BIN_FC10003591	0.0195978134504	NA	NA	NA	0.0261441356485	NA	NA	NA	13772	Ever had hysterectomy (womb removed)
BIN_FC10003773	0.0127225579621	0.0119368239115	0.118510792806	-0.00164557109352	0.0195442736855	0.0238055295203	0.205358184017	-0.0127556717106	58931	Knee pain for 3+ months
BIN_FC10003799	0.0154601907329	0.0017510062051	0.279998976914	0.0253389641964	0.0104939774225	-0.0101435566458	0.146279553309	0.0391798337713	30734	Headaches for 3+ months
BIN_FC10004501	0.0186408884402	0.0139667099129	0.171077262135	0.00296778268021	0.0148551822913	0.0194994903054	0.142239160301	-0.0124468598624	35324	Non-accidental death in close genetic family
BIN_FC10004717	0.0775839857153	0.0527960439183	0.681088093568	-0.0106887866203	0.0194004393905	0.030464320968	0.17690794441	-0.0238276589247	13653	Shortness of breath walking on level ground
BIN_FC10004792	-0.0017815521361	-0.0057586579561	-0.047837697706	0.00562089155212	-0.00533869410353	-0.0230191773432	-0.023907436451	0.022807167528	109	Cochlear implant
BIN_FC10006152	0.0582990344883	0.049200008911	0.375571729529	-0.00284971918404	0.0653291601537	0.0550499242091	0.417114932256	-0.00507227922571	78887	Hayfever allergic rhinitis or eczema
BIN_FC10006153	0.00549638382568	NA	NA	NA	0.00274932650388	NA	NA	NA	4757	Oral contraceptive pill or minipill
BIN_FC10006154	0.022753516013	-0.00230345434466	0.474334108272	0.0109191225746	0.0171598316681	-0.00826816330238	0.439674967012	0.016367022424	6740	Ranitidine use self-reported
BIN_FC10006155	0.0219754279449	0.0174420527319	0.17611979119	-0.00220395542293	0.00523559878473	0.00312896704437	0.0221007299107	-0.00234688204626	15785	Vitamin D vs multivitamin
BIN_FC10006157	0.0324487293541	0.000260422852906	0.52594256423	0.0275619584873	0.0196402460455	-0.024976070244	0.352545979306	0.0452210268376	10180	Why stopped smoking Illness
BIN_FC10006179	0.0267336832118	0.00156322899871	0.290894781346	0.0139746015121	0.00392833797462	-0.00345986805537	0.0719564304916	0.0055963247198	14030	Zinc supplements
BIN_FC1001747	0.200574307897	0.111077846824	0.967951403883	0.00900698442522	0.198375694827	0.120802711673	0.947589910202	-0.00261536122216	38966	Hair colour (natural, before greying) blonde
BIN_FC10020018	0.0691830577074	0.052137324909	0.413244027013	0.00231153581349	0.0363732876469	0.0281986070563	0.243756036519	0.000869719419451	26519	Prospective memory result
BIN_FC10020126	0.0719224882519	0.0624380629116	0.378733523113	-0.00100119033385	0.0077474112647	0.0025953566245	0.0716598557394	0.00183351815214	22341	Bipolar and major depression status any
BIN_FC10020458	0.200593832314	0.0976920773383	0.916164714941	-0.0030070783471	-0.023742844604	0.00805000961788	-0.255919900233	-0.0172668433283	5872	Generally happy
BIN_FC10020459	0.25239261052	0.150545424022	0.988459257577	0.00662217332648	0.0308834438626	-0.00208044902616	0.598670932124	0.0238137792552	13837	Generally happy with own health
BIN_FC10020536	0.18088393993	0.174759674996	0.575062628937	0.00237271828597	-0.0104803139367	-0.00605417717714	-0.0581836790097	-0.00613681707656	31246	Weight changed during worst episode of depression
BIN_FC10020544	0.00509098154412	-0.00137530359388	0.282515898633	0.00210066023497	8.31694959652e-05	-0.0028958448615	0.0141628762727	0.00300939610671	1364	Social anxiety or social phobia diagnosed by  a professional
BIN_FC10020546	0.0139001050167	0.0113209540503	0.204247787616	-0.00824669003666	0.00293913722157	-0.00240452635158	0.0716727798001	0.00288590355476	3792	Unprescribed medication taken for depression
BIN_FC10020547	0.0464760548099	0.0267283449901	0.32590603494	-0.00142186583081	0.00775174670173	-0.00505582532618	0.0440325960706	0.00703597822126	24010	Talking based therapies taken for depression
BIN_FC10020549	0.0055880477025	0.00126054756713	0.108634255452	-5.16793758683e-06	0.000929754610201	-0.00388832965359	0.0104511241798	0.00437251437477	2787	Unprescribed medication taken for anxiety
BIN_FC10020550	0.0398978982528	0.0196702689269	0.386458358558	-0.00309257322722	0.0144451273216	0.000449568093459	0.126916467815	0.00411651868124	13879	Talking based therapies taken for anxiety
BIN_FC10020551	0.00255084005632	0.0148873247879	0.466993548154	-0.014682723326	0.00180118474753	-0.00412499542673	0.147457566212	0.00428705503587	406	Addiction to sedative, benzodiazepine or sleeping medication
BIN_FC10020552	0.00592378298757	0.00254935593725	0.276228573452	-0.00219789083817	-4.79825083861e-05	-0.0161327110087	0.0402926033996	0.0163827281087	394	Other non-behavioral addiction
BIN_FC10021057	0.232956616694	0.19860098489	0.636187261543	0.00209350542125	-0.00122662659904	0.000480005321027	0.0430861693972	0.00496887683292	15394	Degree bothered by pain/problems during intercourse in the last 3 months
BIN_FC1002247	0.0441473088293	0.0401528848178	0.219325659999	-0.00160567314108	0.0286763543922	0.0249775895179	0.150317087116	0.00363842317665	88914	Hearing difficulty
BIN_FC10022506	0.0591556111095	0.0325341281256	0.591263446423	-0.00472531534501	0.00885761908326	-0.0131885385325	0.0873401630452	0.0166323833996	3207	Tobacco smoking current vs non
BIN_FC1002306	0.262855618142	0.23549244929	0.900631523789	0.0153581718625	0.0512517156525	0.0410748993093	0.317857014278	0.0128408480217	149940	Weight change compared with 1 year ago
BIN_FC1002395	0.131820406494	NA	NA	NA	0.139879185373	NA	NA	NA	36537	Male pattern baldness severity
BIN_FC1002724	0.0419826370987	NA	NA	NA	0.0309799895774	NA	NA	NA	115017	Had menopause
BIN_FC1004803	0.404125128656	0.335971317514	0.977784642353	0.00290071723765	0.0421180295655	0.038917508626	0.437008197625	-0.00160556708353	39842	Tinnitus
BIN_FC1005149	0.0889300393836	0.0501960806654	0.647003991443	-0.00374256574528	0.00157083341732	0.0178798690969	0.00368429865188	-0.0172964679115	5845	3mm regularity index for irregular astigmatism level (L)
BIN_FC1005152	0.0396841510619	0.0269739368468	0.642640635231	-0.0149732948674	-0.00478312872578	0.010406836826	-0.144234492504	-0.0120404674027	2927	3mm asymmetry index for irregular astigmatism level (R)
BIN_FC1005155	0.0669256652472	0.0206462330661	0.83831409313	0.00243354526622	0.00809154271167	0.0284933393621	0.116794221452	-0.0262156307055	2552	3mm asymmetry index for irregular astigmatism level (L)
BIN_FC1005164	0.0873328659638	0.0486797146656	0.602939529902	-0.00200843547902	0.0121326613899	0.0300547583915	0.0676383287642	-0.0215017096726	5999	3mm regularity index for irregular astigmatism level (R)
BIN_FC1006144	0.00904846912239	-0.00860747330982	0.260961092373	0.0122148773487	0.000484987616229	-0.0137737360046	0.0246946759935	0.0143244340383	8933	Never eat eggs
BIN_FC1006148	0.0343268479723	0.0110165323532	0.315108436888	-0.00105959879814	0.0322702849839	0.0281001552792	0.274237948587	-0.0230049686361	2311	Eye problems/disorders Diabetic eye disease
BIN_FC1006149	0.0225461990778	0.0080067826036	0.379560272585	0.00632804790197	0.0180398751968	0.00896503980712	0.26400777	0.00286464421732	35828	Mouth ulcers
BIN_FC1006150	0.0507138188668	0.0291018180393	0.208892587894	-0.0044378519409	0.0504661680088	0.0320032285169	0.199316756235	-0.00746190972034	7967	Vascular/heart problems diagnosed by doctor Heart attack
BIN_FC1006152	0.0532133590341	0.0179612063052	0.623914208044	-0.000189245853731	0.0513223645965	0.0248469716725	0.619716316572	-0.00510680177184	7166	DVT diagnosed by doctor
BIN_FC1006153	0.048075148433	NA	NA	NA	0.0307562220797	NA	NA	NA	23954	Medication for cholesterol (female only)
BIN_FC1006154	0.0361708870168	0.0334228123377	0.129938474672	-0.00309742428413	0.0354351472539	0.0327801928084	0.130420820771	-0.0053745338083	47974	Aspirin
BIN_FC1006155	0.0313696211314	0.00804622169986	0.561733991058	0.0016027434776	0.00406249971316	-0.000510572462321	0.0852543335832	0.000207690986254	6513	Vitamin A vs no supplement
BIN_FC1006177	0.0702902823292	NA	NA	NA	0.0650419247492	NA	NA	NA	38044	Medication for cholesterol (male only)
BIN_FC1006179	0.0354962846775	0.0292984366961	0.182468605505	0.00445530311557	0.0158454822962	0.0115992403901	0.0831450340784	0.00410480616571	108518	Fish oil (including cod liver oil)
BIN_FC10110005	0.0210935412499	0.00829659472934	0.428303925607	0.0205162479047	0.00861691501543	-0.000492389971082	0.183735291995	0.0161876530264	89531	Invitation to physical activity study, acceptance
BIN_FC110020544	0.00146318621998	0.00542472037261	0.0276059246392	-0.00530051422538	-0.00641617952078	0.00579822734592	-0.140384378798	-0.00628321299004	453	Psychological over-eating or binge-eating diagnosed by  a professional
BIN_FC11006152	0.0570950779948	0.0206134118723	0.641666933488	0.000520257586848	0.0572871166542	0.0290415611945	0.609502151916	-0.00481486312119	9053	Blood clot or DVT diagnosed by doctor
BIN_FC11006154	0.0313096805696	0.022212935278	0.214630237466	-0.00279483229032	0.0102200667056	0.0136026880268	0.0630342826218	-0.00957843099103	22366	Omeprazole use self-reported
BIN_FC11006155	0.0600360604673	0.0347963834788	0.575780739499	0.0035639628247	-0.0015572270097	-0.00527572018835	-0.0451004240496	-0.00209745874086	9861	Vitamin E vs multivitamin
BIN_FC11006179	0.0124096626953	0.00486467960862	0.235504743655	-0.000250171193102	0.010458274789	0.00100547235361	0.204454937705	0.00392635826518	10532	Iron supplements
BIN_FC120020544	0.00306035225904	0.000971702707394	0.150396064901	-0.000856525920877	-0.00390756854093	-0.016708066219	-0.403289359167	0.016614661512	147	Autism spectrum disorder diagnosed by  a professional
BIN_FC12006152	0.0469625445821	0.0178968948368	0.575620964848	-0.00286539165023	0.0468262284579	0.0172151032225	0.55393550326	-0.000286600855562	8933	Blood clot in the leg (DVT) or lung
BIN_FC12006154	0.0178085178928	0.0120989953887	0.138659747629	-0.00365031847069	0.000935748555265	0.00622384164637	0.0028121516401	-0.00673071690923	10211	Laxative use self-reported
BIN_FC12006155	0.021706810173	0.00862662885605	0.407397030581	0.00621228795755	0.0423645804364	0.0251142304249	0.517218204888	0.00185566190706	7294	Vitamin B9 vs multivitamin
BIN_FC12006179	0.0114167839902	0.0157847618375	0.102836357501	-0.0115128171016	-0.0167512827427	0.000187205229605	-0.145847560815	-0.0085964198405	8164	Selenium supplements
BIN_FC130020544	0.0381858115386	0.0135931266265	0.452183297741	0.00257726816809	0.017324956902	0.00589251850478	0.217223858953	0.000929960131923	15649	Anxiety disorder diagnosed by  a professional
BIN_FC13006155	0.0260213982106	0.00432226699744	0.584984958745	0.00238804209955	0.00221471725953	-0.00372512207777	0.0626352283318	0.00316031231509	6407	Vitamin A
BIN_FC140020544	-0.000731543764258	-0.00565688002708	-0.0175618596762	0.00558360086512	0.00353998305819	-0.0164143220177	0.058549287851	0.0168695386361	632	Anorexia nervosa diagnosed by  a professional
BIN_FC14006155	0.0168895360351	0.000123233569218	0.376192475565	0.00736995640971	0.0012918507556	0.000662874565063	0.0475866034596	0.000738416158801	14230	Vitamin B
BIN_FC150020544	0.0030696360148	0.0335308561333	0.176709482154	-0.03338191405	0.00167847281939	0.0293183279235	0.113772725303	-0.0290224509812	448	Agoraphobia diagnosed by  a professional
BIN_FC15006155	0.018021566146	0.00589043559989	0.474311507022	0.00323933923577	0.0087075402455	0.00183998798981	0.281662275483	0.00386065417947	29464	Vitamin C
BIN_FC16006155	0.015921185235	0.000491891898554	0.169973382522	0.00617154135646	0.00520192358113	-0.0018375906786	0.0599843334938	0.00295694378076	14169	Vitamin D
BIN_FC170020544	0.046218775196	0.0295546985539	0.353201605686	-0.000826555815312	0.0171793437177	0.00536904229572	0.121553496573	0.00306707412057	34850	Mental health problems diagnosed by a professional
BIN_FC17006155	0.0313686670096	0.00388048764549	0.510120796176	0.00650420775406	0.00124485635562	-0.00599681388406	0.00137290742751	0.0044330034155	9745	Vitamin E
BIN_FC18006155	0.0133050455587	0.00730219187029	0.318646227904	-0.00301950120154	0.0203950331567	0.00780785645594	0.36491262361	-0.000912383125764	7135	Folic acid or folate (Vitamin B9)
BIN_FC19006155	0.0148124817291	0.00436585680457	0.436412860665	0.0118640524845	0.0025449841366	0.00208675825948	0.0270927611835	-0.00170287417531	73519	Multivitamins +/- minerals
BIN_FC20006157	0.012707672946	0.015987971028	0.143230844871	-0.00956846522707	0.00129824946677	-0.0107108609916	0.0146691225698	0.0118265346166	6135	Why stopped smoking doctor advice
BIN_FC2001747	0.219974200804	0.0307205117169	0.986039746989	0.0627060704553	0.207256410902	0.0174649876985	0.98055282369	0.0717024048178	15411	Hair colour (natural, before greying) red
BIN_FC20020018	0.0249405360461	0.0143595960316	0.22535554235	-0.00260665100721	0.0257637861691	0.00947915764704	0.2420712384	0.00297942726643	5349	Prospective memory result
BIN_FC20020126	0.0116285960061	0.00248576891463	0.304570466835	-2.76297495354e-05	-0.0295229007883	-0.00213939601714	-0.597075119219	-0.00474983453884	500	Bipolar and major depression status Bipolar Type I
BIN_FC20020546	0.0434128804251	0.0243931465404	0.345508657627	-5.65709767533e-05	0.0126911082959	-0.000287590269247	0.0929696170362	0.00618461993814	26520	Prescribed medication taken for depression
BIN_FC20020547	0.0291259489396	0.0100711655321	0.252788079284	-5.95641767357e-05	0.00517085629652	-0.009254478769	0.065235391798	0.0108981603077	8369	Activity based therapies taken for depression
BIN_FC20020549	0.0362374780971	0.0157223126392	0.411703655932	-0.000514000246459	0.00628042587843	-0.00144666113837	0.0632796591617	0.00185811958571	14080	Prescribed medication taken for anxiety
BIN_FC20020550	0.0228382257092	0.00838289327069	0.230393246963	-0.00183454444139	0.0106056883276	-0.00080358377137	0.117871395793	0.00350450458928	6093	Activity based therapies taken for anxiety
BIN_FC20020551	0.00240814454883	-0.00222071510438	0.119685697461	0.00236679758554	-0.00629445141314	0.00529211680988	-0.43967433577	-0.00563475581519	387	Addiction to painkiller medication
BIN_FC20020552	0.00760488242685	-0.00296830219084	0.185717797973	0.00392090041961	0.00654259325547	-0.00238738733972	0.105366551499	0.00341107389857	1107	Other behavioral addiction
BIN_FC2006144	0.00802229464027	0.00735266298817	0.264098710833	-0.00523966399269	0.00563682208362	0.00393481128347	0.1662389559	-0.00378609738422	7713	Never eat dairy
BIN_FC2006148	0.058366048438	0.0267384531333	0.29357143357	0.00405092399033	0.0496842785363	0.0232367336192	0.260733093625	0.00237178738669	5280	Eye problems/disorders Glaucoma
BIN_FC2006149	0.00912147541537	0.0168308987264	0.357890649809	-0.0152801735275	0.00385616005612	0.0141743973866	0.144156211626	-0.0128241445381	9931	Painful gums
BIN_FC2006150	0.0537479543208	0.0339251539204	0.201611308452	-0.00436369669465	0.0461068337111	0.0323870799215	0.15802518491	-0.00696728085911	10856	Vascular/heart problems diagnosed by doctor Angina
BIN_FC2006152	0.0212600149014	0.0083059674787	0.276688801147	-0.00111314536457	0.00683701838739	0.00497007256067	0.0827041829346	-0.00303441091381	5834	Emphysema/chronic bronchitis diagnosed by doctor
BIN_FC2006153	0.0746147392392	NA	NA	NA	0.0699044044483	NA	NA	NA	32590	Medication for BP (female only)
BIN_FC2006154	0.0190155540673	0.011172925981	0.116416578769	0.00442592489946	0.00585404125709	0.0139663361187	0.0297627708582	-0.0124858538577	50709	Ibuprofen (e.g. Nurofen)
BIN_FC2006155	0.0220623353538	0.00612058591269	0.358871155114	0.00532043962704	0.00129553786577	-0.00265999939698	0.0576298201062	0.00438147719962	14623	Vitamin B vs no supplement
BIN_FC2006177	0.0771746540244	0.0748456553036	0.217746967635	0.00192760541423	0.0606371791258	0.053128296027	0.174338136996	0.0135272107716	40262	Medication for BP (male only)
BIN_FC2006179	0.0295449306294	0.0193694135188	0.157774921121	0.00637307261232	0.00830785930538	0.00781816818969	0.0398000827338	-6.12268527653e-05	67044	Glucosamine
BIN_FC30006157	0.049605394391	0.0489071764418	0.776215310575	-0.0132033150314	0.0344168783564	0.0379181359173	0.527527988029	-0.017505528465	53116	Why stopped smoking precautionary
BIN_FC3001747	0.125616475385	0.0960615306669	0.942789473886	0.0258639218463	0.133883087593	0.101997873397	0.936987267181	0.0268381107265	140224	Hair colour (natural, before greying) light brown
BIN_FC30020126	-0.00488663235463	0.00209009755837	-0.120410951521	-0.00276071869731	0.00866480815944	-0.018541389321	0.201433620478	0.0219738541487	453	Bipolar and major depression status Bipolar Type II
BIN_FC30020544	0.00358325258829	0.00319978041307	0.303613692568	-0.00300026535427	0.00850553180107	0.000754610910442	0.461669463309	-0.0002467501826	399	Other psychosis diagnosed by  a professional
BIN_FC30020546	0.0605888283599	0.0141051898878	0.657462994405	0.0063032777205	0.00612217851336	-0.00811910299219	0.0867053336518	0.0102919487428	7906	Drugs or alcohol taken for depression
BIN_FC30020547	0.0476173969687	0.0289715503649	0.306318460781	-0.00143472166868	0.00665881829976	-0.00365478844567	0.0383380996853	0.00523453999975	27494	Non-drug therapies taken for depression
BIN_FC30020549	0.0278269788234	0.00622022450786	0.426693400014	0.0020667705214	0.00396707872803	-0.00231397381014	0.0598811188434	0.00342323875042	5815	Drugs or alcohol taken for anxiety
BIN_FC30020550	0.0392424469025	0.0194007377264	0.327705020154	-0.00169516873327	0.0110611129117	-0.000398766598667	0.0948361003042	0.00383315224466	16682	Non-drug therapies taken for anxiety
BIN_FC30020551	-0.00338234203498	-0.00240772548437	-0.331340091806	0.0022856598818	-0.000332859840993	-0.00714382218919	-0.125240227364	0.00702875829366	206	Addiction to other medication
BIN_FC3002247	0.0441516757413	0.0401428865706	0.21945498485	-0.00158852435777	0.0285142768078	0.024905813393	0.149813320282	0.00353517695922	88992	Hearing difficulty and Deafness
BIN_FC30022506	0.0677742811912	0.0591716149232	0.414710269292	0.00294034057342	0.018287671648	0.0210719961902	0.162380388205	-0.00635224212447	34296	Tobacco smoking ever vs no
BIN_FC3006144	0.0272988065863	0.0104382406152	0.577014229262	-0.00105335158085	0.0196799306092	0.00770689465934	0.445089949362	-0.00220898171267	9473	Never eat wheat
BIN_FC3006148	0.00367135824254	0.0120209526465	0.0607885491905	-0.0111114169708	-0.00693856268727	0.0131057598034	-0.107419974768	-0.0159115995156	2131	Eye problems/disorders Injury resulting in vision loss
BIN_FC3006149	0.0072661040722	0.00480960612889	0.0603474779736	0.000984131248389	0.00884309626405	0.00273800680198	0.0463000476532	0.0060117725626	45554	Bleeding gums
BIN_FC3006150	0.0313940529722	0.0277659622964	0.224999172914	-0.0176324209731	0.0206274482532	0.0108013443504	0.14963902958	-0.00305253708903	5357	Vascular/heart problems diagnosed by doctor Stroke
BIN_FC3006152	0.0387288192113	0.00656695251368	0.79648611623	0.00189268325792	0.0364149894488	0.024198473949	0.602115765522	-0.0152055015937	2891	Blood clot diagnosed by doctor
BIN_FC3006153	0.0451488362013	NA	NA	NA	0.0589873219498	NA	NA	NA	1414	Medication for diabetes (female only)
BIN_FC3006155	0.0202479995907	0.0114868063766	0.381419139979	-4.60133005826e-05	0.0095356419622	0.00733493213742	0.212307035179	-0.0017581262845	29942	Vitamin C vs no supplement
BIN_FC3006177	0.053656262027	NA	NA	NA	0.0662607767521	NA	NA	NA	2177	Medication for diabetes (male only)
BIN_FC40006157	0.00469604744726	0.00372976195485	0.176359548268	0.00121948713628	0.00103698139113	0.00356370539341	-0.115074123342	-0.00818271674078	21254	Why stopped smoking financial
BIN_FC4001747	0.240686032568	0.200328543387	0.983957934104	0.0149615013189	0.241188495454	0.205539045653	0.976608599092	0.00592410832375	126638	Hair colour (natural, before greying) dark brown
BIN_FC40020126	0.115258124924	0.0634881551701	0.839413131623	0.00271780483681	-0.000542153049131	0.00134614932732	0.0316943713673	0.00453720818698	5776	Bipolar and major depression status probable depression (severe)
BIN_FC40020544	-0.00352072403388	-0.00288319795018	-0.230865302096	0.00266026751382	-0.00952482300845	0.00464818470891	-0.625328716402	-0.00516417398546	244	Other personality disorder diagnosed by  a professional
BIN_FC40020546	0.0443949095726	0.0258929252509	0.339026324108	-0.000358577492789	0.0146733229989	-0.000273307439983	0.107580176711	0.00664655656532	28128	Medication taken for depression
BIN_FC40020549	0.0361040990661	0.0155212614603	0.377710651459	0.000489611724155	0.00736952883803	-0.00179524867136	0.0702423821584	0.00258934011317	15519	Medication taken for anxiety
BIN_FC4002395	0.0226901564636	NA	NA	NA	0.0262318156013	NA	NA	NA	36284	Male pattern baldness severity 2
BIN_FC4006144	0.0473760976449	0.0353591432932	0.289523213315	0.0025656024758	0.0222731456924	0.0217592791374	0.13967921726	-0.00538686935915	66335	Never eat sugar
BIN_FC4006148	0.00859680748219	0.0108802688421	0.0281166653222	-0.00462789779276	0.0237594552452	0.0239302993292	0.059838876008	-0.00443571697811	13348	Eye problems/disorders Cataract
BIN_FC4006149	0.00431726172371	0.00190128341166	0.144922474175	-0.000908408298087	0.00613422442249	0.00884346187242	0.0753473539447	-0.00809538203422	14023	Loose teeth
BIN_FC4006150	0.086903949447	0.0816139148813	0.30825106705	-0.000310556570206	0.0885836725507	0.0772905018832	0.318899857615	0.00973728638378	92719	Vascular/heart problems diagnosed by doctor High BP
BIN_FC4006152	0.0515492179679	0.0332877134109	0.61825117449	0.000121983320426	0.0500334798625	0.0314663696765	0.606819789708	0.00369659882467	39466	Asthma diagnosed by doctor
BIN_FC4006153	0.019434731554	NA	NA	NA	-0.00449447957001	NA	NA	NA	13884	Hormone replacement therapy (female only)
BIN_FC4006155	0.0187872929062	0.00477206777764	0.158748333627	0.00522586045606	0.00672337849336	0.000779374166274	0.0683241691913	0.000270692058301	15785	Vitamin D vs no supplement
BIN_FC4006177	0.0689047307318	NA	NA	NA	0.065107161663	NA	NA	NA	37177	Cholesterol lowering medication
BIN_FC50006157	0.0193132362771	0.0158388948638	0.24498690729	-0.00192305096802	0.0228864581437	0.00625359428508	0.304443584389	0.0173583850951	17309	Why stopped smoking other
BIN_FC5001747	0.140148987398	0.0604279635791	0.613324242167	0.00801564308363	0.142808581584	0.0696690566949	0.634518442049	-0.000818468991999	14387	Hair colour (natural, before greying) black
BIN_FC50020126	0.0774430896622	0.0604129569609	0.409829320129	-0.00337790896513	0.0125499840082	-0.0034869832531	0.0535271257858	0.0153362159478	10162	Bipolar and major depression status probable depression (moderate)
BIN_FC50020544	0.00651506291645	-0.00118473438027	0.332552702025	0.00232232722082	0.00256491579759	-0.00281392063881	0.123186586032	0.00304429198015	1494	Phobia diagnosed by  a professional
BIN_FC5002395	0.0141533680952	NA	NA	NA	0.00552200013429	NA	NA	NA	42405	Male pattern baldness severity 3
